	CRISPR-SMPL-1	CRISPR-CNTRL-1	CRISPR-SMPL-2	CRISPR-CNTRL-2	CRISPR-SMPL-3	CRISPR-CNTRL-3
gRNA-No-36886	15	29	10	95	21	20
gRNA-No-36887	26	45	24	107	54	30
gRNA-No-36888	5	4	0	2	2	9
gRNA-No-36889	194	219	108	408	154	161
gRNA-No-23282	0	0	0	0	0	0
gRNA-No-36892	20	5	29	111	8	8
gRNA-No-36893	0	0	0	0	0	0
gRNA-No-36894	14	11	24	151	24	27
gRNA-No-36896	0	0	0	0	0	0
gRNA-No-16641	50	85	36	288	48	61
gRNA-No-36898	219	248	56	210	122	139
gRNA-No-36899	106	80	90	360	224	134
gRNA-No-23284	0	0	0	0	0	0
gRNA-No-36904	0	0	0	0	0	0
gRNA-No-36905	87	112	29	398	74	95
gRNA-No-36906	10	19	10	47	17	3
gRNA-No-36908	111	200	56	248	79	113
gRNA-No-36909	13	13	0	1	54	26
gRNA-No-36910	0	0	0	0	0	0
gRNA-No-36911	42	61	4	30	44	25
gRNA-No-36912	5	19	23	114	52	78
gRNA-No-45947	0	0	0	0	0	0
gRNA-No-36914	0	0	0	0	0	0
gRNA-No-36915	1	21	1	5	0	0
gRNA-No-27664	0	0	0	0	0	0
gRNA-No-36918	52	51	23	118	44	23
gRNA-No-36919	1	41	1	73	9	45
gRNA-No-36920	5	18	0	29	0	0
gRNA-No-36921	0	1	0	0	0	0
gRNA-No-36922	0	0	0	0	32	34
gRNA-No-36923	2	8	8	24	1	0
gRNA-No-36924	209	285	81	337	179	122
gRNA-No-36925	104	194	91	438	92	104
gRNA-No-36926	248	336	132	721	348	226
gRNA-No-19404	1	0	1	4	3	0
gRNA-No-17806	5	12	3	25	7	3
gRNA-No-16850	55	56	6	41	33	31
gRNA-No-36930	2	10	0	44	5	10
gRNA-No-16854	0	0	0	0	0	0
gRNA-No-19454	2	14	21	69	12	4
gRNA-No-36933	2	2	5	15	8	5
gRNA-No-36934	101	149	76	298	103	158
gRNA-No-16866	21	29	3	18	8	10
gRNA-No-16868	195	229	56	294	116	109
gRNA-No-19524	14	18	0	1	0	0
gRNA-No-36938	131	214	74	665	79	121
gRNA-No-36939	101	102	11	69	77	64
gRNA-No-36940	6	0	0	0	0	0
gRNA-No-02171	5	3	5	20	6	11
gRNA-No-02175	0	5	0	0	5	8
gRNA-No-36943	13	13	14	57	41	36
gRNA-No-36944	49	91	26	99	29	27
gRNA-No-34826	21	31	9	18	4	0
gRNA-No-36945	68	62	9	59	81	63
gRNA-No-36946	2	5	0	8	0	2
gRNA-No-36947	0	0	0	0	0	0
gRNA-No-36949	129	200	43	250	101	74
gRNA-No-36950	76	143	26	152	50	63
gRNA-No-36951	199	302	126	569	229	239
gRNA-No-36952	13	24	17	104	9	14
gRNA-No-36953	3	7	1	13	2	6
gRNA-No-36954	148	225	165	771	324	246
gRNA-No-36955	0	1	0	28	0	0
gRNA-No-36956	13	60	14	234	22	73
gRNA-No-36957	368	527	293	1367	517	478
gRNA-No-36958	24	48	5	45	6	7
gRNA-No-36959	74	114	78	388	192	142
gRNA-No-36960	26	36	18	159	36	42
gRNA-No-36961	36	18	1	13	27	43
gRNA-No-36962	8	15	1	10	8	7
gRNA-No-42418	66	189	41	616	149	236
gRNA-No-36963	199	315	104	574	248	150
gRNA-No-16995	84	246	64	582	85	137
gRNA-No-48881	9	17	9	32	33	36
gRNA-No-36966	0	0	0	0	0	0
gRNA-No-36967	232	371	101	602	346	308
gRNA-No-36968	43	66	44	274	90	86
gRNA-No-36969	86	119	62	279	243	169
gRNA-No-36970	0	0	7	26	0	0
gRNA-No-17009	6	3	9	22	6	6
gRNA-No-36972	33	69	19	84	63	85
gRNA-No-36973	100	186	60	337	154	152
gRNA-No-36975	0	0	0	0	0	0
gRNA-No-17015	0	1	0	0	2	1
gRNA-No-36977	9	8	0	1	0	0
gRNA-No-17018	86	85	25	91	75	40
gRNA-No-36979	0	0	0	0	0	0
gRNA-No-17020	21	50	14	128	70	84
gRNA-No-36981	8	8	7	32	0	3
gRNA-No-48884	0	0	0	0	0	1
gRNA-No-36983	0	0	1	0	0	0
gRNA-No-36984	28	21	60	160	17	27
gRNA-No-36985	79	144	33	287	60	106
gRNA-No-36986	11	27	5	52	6	46
gRNA-No-48886	0	5	6	42	0	7
gRNA-No-36988	132	172	52	245	151	114
gRNA-No-17077	0	0	0	0	1	0
gRNA-No-36989	71	120	64	351	44	31
gRNA-No-36990	0	0	0	0	0	0
gRNA-No-36992	135	148	53	210	79	50
gRNA-No-36993	0	0	0	0	1	0
gRNA-No-36994	2	19	0	0	0	0
gRNA-No-36997	74	100	51	325	35	56
gRNA-No-21144	63	50	16	65	82	70
gRNA-No-36999	249	322	109	623	149	132
gRNA-No-37000	241	258	172	829	267	228
gRNA-No-37001	63	58	6	38	51	37
gRNA-No-37003	0	0	0	0	0	0
gRNA-No-37004	129	220	69	312	136	112
gRNA-No-37005	18	9	0	17	0	21
gRNA-No-17137	0	1	2	8	0	0
gRNA-No-34090	10	17	39	225	15	17
gRNA-No-17146	10	35	59	198	80	60
gRNA-No-37009	15	30	0	11	31	11
gRNA-No-37010	9	10	0	0	4	6
gRNA-No-37012	7	60	18	275	25	69
gRNA-No-37013	15	12	9	56	16	6
gRNA-No-37014	13	11	8	45	3	1
gRNA-No-17079	77	114	31	305	106	141
gRNA-No-37017	31	150	13	310	17	82
gRNA-No-37018	8	16	1	21	3	7
gRNA-No-37019	0	0	1	17	0	0
gRNA-No-21146	16	33	16	66	15	6
gRNA-No-37022	61	82	53	342	82	42
gRNA-No-37023	4	12	3	45	33	22
gRNA-No-37024	38	58	48	320	38	30
gRNA-No-37025	14	31	6	43	4	8
gRNA-No-17264	7	2	0	0	0	0
gRNA-No-37027	49	75	32	159	127	100
gRNA-No-37028	0	0	0	0	0	0
gRNA-No-37029	0	0	0	0	0	0
gRNA-No-37031	138	126	51	215	102	96
gRNA-No-37032	0	0	0	0	0	0
gRNA-No-17268	28	43	17	82	61	36
gRNA-No-17271	36	56	0	3	10	16
gRNA-No-37035	46	52	3	35	6	9
gRNA-No-37036	19	30	55	220	68	36
gRNA-No-37037	0	0	0	0	0	0
gRNA-No-37039	42	55	9	12	12	6
gRNA-No-37040	47	75	20	79	19	12
gRNA-No-37041	93	126	44	191	151	149
gRNA-No-37042	0	0	0	0	0	0
gRNA-No-37043	0	0	0	19	0	0
gRNA-No-37045	14	45	0	5	0	0
gRNA-No-28474	41	80	30	104	43	58
gRNA-No-37048	77	117	26	135	65	49
gRNA-No-37049	0	2	0	0	3	1
gRNA-No-37050	0	0	0	0	0	0
gRNA-No-37051	45	77	10	118	55	43
gRNA-No-37052	10	11	11	89	49	14
gRNA-No-37053	6	22	13	58	57	56
gRNA-No-23290	1	0	0	0	0	0
gRNA-No-37055	0	0	0	0	0	0
gRNA-No-37057	83	106	43	143	92	60
gRNA-No-37058	155	178	66	459	93	79
gRNA-No-37059	68	65	12	151	57	103
gRNA-No-23291	9	36	2	6	3	19
gRNA-No-37061	8	14	10	64	52	58
gRNA-No-37062	0	0	2	1	0	0
gRNA-No-06295	0	0	0	0	0	0
gRNA-No-28555	32	77	6	65	46	59
gRNA-No-37065	65	67	4	47	31	22
gRNA-No-37066	58	90	23	101	96	111
gRNA-No-37067	0	0	1	3	0	0
gRNA-No-37068	25	18	21	116	27	27
gRNA-No-37069	0	0	0	0	0	0
gRNA-No-37070	59	89	33	128	119	85
gRNA-No-37071	0	0	0	0	0	0
gRNA-No-37072	7	23	4	8	5	5
gRNA-No-37073	0	0	0	0	0	0
gRNA-No-37074	0	0	0	0	0	0
gRNA-No-37075	0	0	0	0	5	6
gRNA-No-37076	0	0	0	0	0	0
gRNA-No-37079	251	219	71	406	155	159
gRNA-No-37080	26	33	21	101	41	27
gRNA-No-37081	0	6	0	7	10	4
gRNA-No-37082	84	174	43	194	227	187
gRNA-No-37083	8	5	1	51	2	5
gRNA-No-17544	21	120	12	189	20	31
gRNA-No-37085	2	11	0	2	0	0
gRNA-No-37086	0	1	11	35	8	26
gRNA-No-21262	16	36	0	2	14	15
gRNA-No-37089	0	1	0	4	0	0
gRNA-No-37090	15	13	42	134	13	6
gRNA-No-37091	0	2	22	50	14	6
gRNA-No-37092	61	67	42	49	67	60
gRNA-No-37093	26	41	65	339	96	70
gRNA-No-17609	0	0	0	0	2	5
gRNA-No-37095	3	7	0	19	6	2
gRNA-No-37096	112	130	34	153	25	29
gRNA-No-17613	0	0	7	9	0	0
gRNA-No-37098	64	109	51	233	99	110
gRNA-No-37099	0	0	0	0	0	0
gRNA-No-37100	16	27	0	1	3	0
gRNA-No-37101	0	5	11	32	15	9
gRNA-No-37102	39	14	18	67	42	45
gRNA-No-37103	12	18	3	32	15	10
gRNA-No-37104	2	5	0	0	0	0
gRNA-No-37105	0	3	6	54	24	42
gRNA-No-37106	48	59	57	280	64	66
gRNA-No-37107	129	157	113	453	194	104
gRNA-No-17636	41	53	2	15	6	4
gRNA-No-01560	22	15	11	16	0	0
gRNA-No-01575	180	263	114	630	168	221
gRNA-No-01594	6	9	39	165	44	18
gRNA-No-37112	1	1	0	7	2	5
gRNA-No-17650	8	16	3	21	9	9
gRNA-No-37114	212	210	86	461	287	223
gRNA-No-37115	719	921	402	1951	729	589
gRNA-No-17654	0	0	0	0	0	0
gRNA-No-23261	175	172	91	373	182	183
gRNA-No-37120	11	24	0	5	23	14
gRNA-No-37121	0	1	0	4	1	9
gRNA-No-37122	0	0	0	0	0	0
gRNA-No-37123	2	0	0	1	2	3
gRNA-No-37124	0	0	0	0	0	0
gRNA-No-37127	31	36	26	108	18	7
gRNA-No-37128	17	27	21	46	42	44
gRNA-No-40496	0	0	0	0	1	4
gRNA-No-37130	14	14	3	16	35	26
gRNA-No-21265	5	2	23	145	138	82
gRNA-No-31730	16	30	15	87	80	62
gRNA-No-31732	0	0	0	1	12	3
gRNA-No-37131	226	264	69	266	169	176
gRNA-No-37133	2	4	0	30	0	1
gRNA-No-37134	0	0	1	4	0	0
gRNA-No-37135	56	47	22	50	19	18
gRNA-No-37136	47	85	34	190	39	30
gRNA-No-37137	162	203	89	498	98	104
gRNA-No-37138	43	50	23	64	7	11
gRNA-No-37139	7	3	0	0	0	0
gRNA-No-37140	60	101	42	194	88	99
gRNA-No-37141	23	45	4	46	16	26
gRNA-No-40309	45	92	44	258	58	58
gRNA-No-31737	86	125	28	104	163	105
gRNA-No-37146	0	6	1	10	16	19
gRNA-No-21267	23	38	9	12	33	19
gRNA-No-40312	20	35	10	56	26	34
gRNA-No-37149	367	509	240	1005	500	313
gRNA-No-25858	81	160	88	351	73	60
gRNA-No-17919	6	7	10	36	30	37
gRNA-No-37151	0	2	4	23	0	0
gRNA-No-37152	1	6	7	47	1	2
gRNA-No-37153	60	82	72	307	49	28
gRNA-No-37154	24	50	21	152	25	46
gRNA-No-37155	0	0	0	1	0	1
gRNA-No-37156	43	99	26	126	62	48
gRNA-No-14927	1	4	5	84	28	18
gRNA-No-37158	120	207	56	403	163	208
gRNA-No-17937	13	36	1	17	13	2
gRNA-No-37160	0	0	0	0	0	0
gRNA-No-37161	14	46	14	157	9	24
gRNA-No-14610	2	5	2	15	6	2
gRNA-No-37164	284	410	88	404	213	166
gRNA-No-37165	12	23	8	136	35	35
gRNA-No-37166	10	81	0	6	10	17
gRNA-No-37167	0	0	0	0	0	0
gRNA-No-37168	1	3	0	5	3	4
gRNA-No-44969	29	98	20	181	142	173
gRNA-No-37170	54	81	58	261	74	57
gRNA-No-37171	0	0	0	0	0	0
gRNA-No-37172	55	75	28	142	127	94
gRNA-No-37173	11	16	2	25	13	4
gRNA-No-37174	0	0	0	0	0	0
gRNA-No-17992	4	3	3	11	7	17
gRNA-No-25859	0	0	0	0	0	0
gRNA-No-37178	0	6	2	0	0	0
gRNA-No-37179	28	29	24	140	71	55
gRNA-No-37180	100	149	27	99	113	103
gRNA-No-37181	60	101	65	288	113	62
gRNA-No-37182	170	201	75	371	244	174
gRNA-No-37183	15	19	31	122	52	43
gRNA-No-37184	43	64	13	108	56	41
gRNA-No-37185	185	222	154	642	123	69
gRNA-No-37186	105	174	64	453	142	146
gRNA-No-37187	0	0	0	0	0	0
gRNA-No-37188	303	395	154	724	311	286
gRNA-No-37189	198	298	64	471	75	81
gRNA-No-37190	2	1	0	3	1	0
gRNA-No-37191	3	0	1	28	0	0
gRNA-No-37192	25	69	13	83	4	1
gRNA-No-37193	138	151	68	283	242	246
gRNA-No-37194	327	375	120	559	277	204
gRNA-No-37195	5	2	15	46	1	2
gRNA-No-37196	18	7	13	113	28	29
gRNA-No-37197	0	0	0	0	0	0
gRNA-No-37198	0	0	0	12	0	0
gRNA-No-37199	0	0	3	36	3	2
gRNA-No-37200	9	20	2	58	16	26
gRNA-No-25860	1	0	2	24	0	0
gRNA-No-37202	92	116	34	226	42	82
gRNA-No-24401	3	3	0	5	2	3
gRNA-No-37204	169	235	84	370	283	186
gRNA-No-37205	466	545	192	731	496	350
gRNA-No-37206	48	59	18	107	43	35
gRNA-No-37207	39	110	79	453	166	162
gRNA-No-37208	26	75	26	95	65	61
gRNA-No-12130	251	388	183	699	275	275
gRNA-No-36640	109	170	47	228	99	138
gRNA-No-37211	0	2	14	69	11	4
gRNA-No-37212	107	181	54	275	87	78
gRNA-No-37213	29	24	3	9	4	3
gRNA-No-37214	7	8	0	0	3	5
gRNA-No-37215	0	13	16	15	0	0
gRNA-No-11916	0	0	0	0	0	0
gRNA-No-37217	12	44	5	91	12	27
gRNA-No-37218	99	112	42	126	60	76
gRNA-No-37219	82	103	39	149	16	21
gRNA-No-14945	56	44	11	38	22	20
gRNA-No-37221	0	2	2	3	7	15
gRNA-No-37222	0	1	1	12	21	28
gRNA-No-37223	40	39	13	95	42	31
gRNA-No-37224	10	19	16	75	29	18
gRNA-No-37225	216	327	91	529	311	252
gRNA-No-37226	4	6	11	110	53	24
gRNA-No-37227	129	169	57	247	133	135
gRNA-No-37228	0	0	0	0	0	0
gRNA-No-37229	143	186	128	587	131	147
gRNA-No-37230	0	0	13	25	0	0
gRNA-No-37231	0	0	0	0	0	0
gRNA-No-37233	338	411	115	616	272	272
gRNA-No-37234	3	41	6	125	18	58
gRNA-No-37235	0	0	0	0	0	0
gRNA-No-37236	85	97	24	254	102	67
gRNA-No-37237	77	110	19	138	45	32
gRNA-No-37238	154	208	56	243	153	109
gRNA-No-37239	248	368	106	526	228	260
gRNA-No-18259	29	21	17	66	14	13
gRNA-No-37241	0	0	0	0	0	1
gRNA-No-18269	3	0	1	44	2	0
gRNA-No-37243	15	37	2	19	3	2
gRNA-No-37244	36	44	23	72	18	21
gRNA-No-18271	3	2	0	0	1	0
gRNA-No-18272	87	160	35	83	66	65
gRNA-No-37247	0	0	0	0	0	0
gRNA-No-37248	75	98	45	234	126	143
gRNA-No-37249	0	0	0	0	0	0
gRNA-No-37250	96	227	78	468	89	118
gRNA-No-50761	40	83	75	421	52	89
gRNA-No-18311	1	4	0	0	0	0
gRNA-No-18312	114	153	62	333	232	149
gRNA-No-18313	56	81	45	205	19	19
gRNA-No-37255	127	160	42	211	42	26
gRNA-No-37256	101	175	82	434	136	110
gRNA-No-18317	84	111	66	322	82	63
gRNA-No-18318	0	0	0	0	0	1
gRNA-No-18319	94	173	32	296	53	102
gRNA-No-37260	0	0	0	0	0	0
gRNA-No-37261	42	57	30	181	51	45
gRNA-No-37262	5	3	0	4	18	14
gRNA-No-37263	86	109	32	200	38	50
gRNA-No-21293	0	0	0	0	0	0
gRNA-No-37265	2	20	8	71	39	135
gRNA-No-37266	108	160	69	231	75	43
gRNA-No-37267	46	28	3	24	18	8
gRNA-No-37268	1	0	0	3	7	11
gRNA-No-37269	264	307	206	900	137	126
gRNA-No-37270	0	0	19	49	8	3
gRNA-No-37271	6	14	3	64	30	21
gRNA-No-37273	54	108	26	111	73	103
gRNA-No-37274	22	55	30	134	50	63
gRNA-No-37276	89	165	45	253	92	99
gRNA-No-37277	38	54	42	167	36	37
gRNA-No-37278	56	160	20	344	46	187
gRNA-No-37279	16	26	4	74	9	28
gRNA-No-37280	5	26	0	0	0	0
gRNA-No-37281	316	478	168	1066	227	230
gRNA-No-37283	25	53	49	340	60	78
gRNA-No-37284	3	0	1	5	1	0
gRNA-No-37285	47	38	23	91	25	13
gRNA-No-37286	28	72	9	35	20	19
gRNA-No-37287	17	34	17	118	19	39
gRNA-No-37288	6	2	10	82	0	0
gRNA-No-37289	0	0	0	0	0	0
gRNA-No-37290	22	22	30	181	132	62
gRNA-No-37291	0	0	0	0	0	0
gRNA-No-37292	122	212	57	253	134	123
gRNA-No-37293	47	62	13	118	15	31
gRNA-No-37294	11	27	35	241	106	76
gRNA-No-37297	17	16	14	99	0	0
gRNA-No-35823	7	16	0	0	3	0
gRNA-No-37298	9	15	3	1	1	11
gRNA-No-14955	0	0	0	0	0	0
gRNA-No-37300	95	101	48	207	152	137
gRNA-No-37301	4	8	2	22	26	22
gRNA-No-37302	396	406	221	944	434	380
gRNA-No-37303	36	85	5	38	15	2
gRNA-No-37304	2	15	0	0	1	11
gRNA-No-37305	9	10	1	10	3	2
gRNA-No-37306	0	0	0	0	0	0
gRNA-No-37307	0	0	7	44	8	8
gRNA-No-37308	0	0	0	0	0	0
gRNA-No-37309	3	15	12	39	23	29
gRNA-No-48947	9	22	11	57	30	56
gRNA-No-37311	77	63	53	214	49	57
gRNA-No-37312	55	51	11	44	14	7
gRNA-No-37313	0	0	0	0	0	0
gRNA-No-37314	24	25	12	53	35	29
gRNA-No-37315	0	0	0	0	0	0
gRNA-No-37316	1	2	0	1	0	2
gRNA-No-37317	0	0	0	0	0	0
gRNA-No-37318	0	0	0	0	1	0
gRNA-No-37319	117	155	75	572	128	154
gRNA-No-37320	56	104	30	117	45	71
gRNA-No-37321	2	5	4	5	1	1
gRNA-No-48950	62	88	26	132	23	65
gRNA-No-37323	13	9	4	19	0	1
gRNA-No-37324	0	0	0	0	0	0
gRNA-No-09796	0	0	0	0	0	0
gRNA-No-43794	40	34	20	46	62	35
gRNA-No-07309	0	1	0	3	6	2
gRNA-No-35838	0	19	0	57	0	0
gRNA-No-43916	19	38	9	26	17	26
gRNA-No-37328	20	33	5	10	27	22
gRNA-No-37329	27	47	13	51	36	18
gRNA-No-37330	543	623	232	977	434	328
gRNA-No-37331	1	0	0	5	0	1
gRNA-No-37332	69	76	42	185	116	136
gRNA-No-37333	169	262	67	466	310	243
gRNA-No-37334	72	133	24	180	118	175
gRNA-No-37335	0	0	0	0	0	0
gRNA-No-37336	0	0	0	0	0	0
gRNA-No-37337	86	77	87	296	76	64
gRNA-No-37338	139	130	78	313	93	55
gRNA-No-37340	0	0	0	1	0	0
gRNA-No-37341	55	127	30	102	68	96
gRNA-No-37342	0	0	0	0	0	0
gRNA-No-37343	71	95	3	16	50	57
gRNA-No-37344	129	316	29	469	57	109
gRNA-No-37345	0	0	0	0	0	0
gRNA-No-37346	18	15	26	106	48	49
gRNA-No-37347	0	0	9	59	0	1
gRNA-No-37348	57	94	41	215	67	117
gRNA-No-37349	144	283	103	301	258	249
gRNA-No-06360	0	2	0	3	0	0
gRNA-No-37350	34	21	6	33	45	30
gRNA-No-37351	15	23	4	36	3	7
gRNA-No-37352	0	0	0	0	0	0
gRNA-No-37353	13	11	0	0	0	0
gRNA-No-37354	30	43	13	103	29	32
gRNA-No-37355	0	0	0	0	0	0
gRNA-No-37356	5	15	8	33	31	21
gRNA-No-37357	0	0	0	0	0	0
gRNA-No-43918	69	64	97	500	142	196
gRNA-No-37359	1	2	0	1	24	21
gRNA-No-23070	1	13	0	7	0	10
gRNA-No-43919	1	0	2	4	0	1
gRNA-No-37362	31	90	20	115	87	19
gRNA-No-37363	17	31	15	64	22	22
gRNA-No-37366	191	191	34	202	199	143
gRNA-No-37367	37	34	54	178	77	38
gRNA-No-37368	23	31	5	32	0	0
gRNA-No-37370	38	44	2	48	56	21
gRNA-No-37371	0	0	0	0	0	0
gRNA-No-37372	0	0	0	0	0	0
gRNA-No-37373	7	0	5	24	31	26
gRNA-No-37374	67	124	31	251	45	55
gRNA-No-37375	1	2	0	0	49	60
gRNA-No-37376	7	48	15	70	36	62
gRNA-No-37377	77	87	32	229	5	4
gRNA-No-37378	228	279	86	455	190	194
gRNA-No-37380	0	0	5	46	0	0
gRNA-No-37381	0	0	0	0	0	3
gRNA-No-37382	228	249	79	423	137	107
gRNA-No-37387	85	134	46	255	158	133
gRNA-No-37389	21	29	8	12	1	0
gRNA-No-37390	266	335	103	452	92	113
gRNA-No-37391	77	109	63	221	41	60
gRNA-No-37393	177	269	157	791	324	227
gRNA-No-37394	113	131	61	250	107	103
gRNA-No-31778	10	7	0	163	2	58
gRNA-No-37397	6	7	1	19	2	1
gRNA-No-37398	9	16	11	52	20	11
gRNA-No-43796	0	0	0	0	0	0
gRNA-No-37399	31	8	10	35	0	0
gRNA-No-37400	0	0	0	0	0	0
gRNA-No-31782	17	20	14	63	8	14
gRNA-No-07579	0	0	0	0	0	0
gRNA-No-31784	0	0	0	0	0	0
gRNA-No-31785	20	44	0	4	9	4
gRNA-No-37405	29	40	18	57	36	22
gRNA-No-37406	0	0	0	0	0	0
gRNA-No-37407	48	67	37	149	59	55
gRNA-No-37408	208	213	65	285	123	118
gRNA-No-37409	0	0	0	0	0	0
gRNA-No-37410	27	25	10	41	34	50
gRNA-No-37411	8	13	0	27	10	8
gRNA-No-37412	95	100	34	272	70	74
gRNA-No-37413	0	0	2	2	0	0
gRNA-No-37414	0	0	0	0	0	0
gRNA-No-37415	117	145	24	147	35	56
gRNA-No-37416	0	0	0	0	0	0
gRNA-No-37417	132	118	9	90	11	17
gRNA-No-37419	40	24	0	1	5	7
gRNA-No-31788	201	213	62	226	123	106
gRNA-No-37423	0	0	0	0	0	1
gRNA-No-19944	0	0	0	4	10	25
gRNA-No-37425	0	0	0	0	0	2
gRNA-No-37426	20	35	7	45	13	6
gRNA-No-37429	47	101	53	234	42	44
gRNA-No-37430	0	0	0	0	0	0
gRNA-No-37431	0	0	0	0	0	0
gRNA-No-37433	1	0	3	46	0	9
gRNA-No-16486	19	19	3	29	0	0
gRNA-No-37437	0	0	0	0	0	0
gRNA-No-37438	7	17	0	4	1	3
gRNA-No-37439	13	14	9	54	19	19
gRNA-No-37440	105	135	27	91	40	30
gRNA-No-37441	90	193	76	639	172	193
gRNA-No-37442	17	36	3	6	4	5
gRNA-No-37443	29	75	3	43	9	16
gRNA-No-37444	116	156	99	471	121	152
gRNA-No-12605	0	0	0	0	0	0
gRNA-No-37446	154	264	72	311	154	234
gRNA-No-37447	59	102	55	233	56	95
gRNA-No-37448	55	48	16	151	69	47
gRNA-No-37449	224	269	134	604	234	178
gRNA-No-37450	9	13	13	21	24	22
gRNA-No-40371	70	178	81	440	62	71
gRNA-No-37452	0	0	18	109	18	28
gRNA-No-37453	93	100	26	133	79	71
gRNA-No-37454	319	337	76	541	231	236
gRNA-No-37455	0	0	0	0	0	0
gRNA-No-37456	0	0	2	55	0	0
gRNA-No-40372	19	21	0	1	4	4
gRNA-No-37458	171	274	66	355	195	208
gRNA-No-37459	118	199	29	152	205	216
gRNA-No-37460	106	134	79	250	160	132
gRNA-No-14697	126	191	86	264	8	104
gRNA-No-44895	12	64	18	324	6	64
gRNA-No-37464	114	135	88	310	138	221
gRNA-No-40376	108	154	132	492	163	122
gRNA-No-51041	208	251	87	347	218	198
gRNA-No-37467	77	107	35	305	94	59
gRNA-No-37468	6	26	0	23	2	6
gRNA-No-37469	15	84	1	18	4	19
gRNA-No-37470	0	0	0	0	0	0
gRNA-No-37471	0	2	2	26	9	14
gRNA-No-37472	2	5	5	31	10	8
gRNA-No-37473	3	0	0	0	0	0
gRNA-No-37474	0	0	0	0	0	0
gRNA-No-37476	0	2	0	47	2	18
gRNA-No-37477	0	0	0	0	0	0
gRNA-No-37479	0	0	0	25	0	0
gRNA-No-37481	0	3	0	0	0	0
gRNA-No-20212	8	18	5	21	5	13
gRNA-No-37483	0	3	2	14	0	0
gRNA-No-37484	5	90	7	180	20	121
gRNA-No-37485	345	411	192	805	389	313
gRNA-No-20225	143	218	117	524	249	262
gRNA-No-37487	90	283	54	455	104	183
gRNA-No-20227	0	0	0	0	0	0
gRNA-No-48996	219	231	114	390	117	114
gRNA-No-37492	200	208	88	405	136	151
gRNA-No-37493	0	0	0	0	0	0
gRNA-No-37494	229	263	96	488	153	155
gRNA-No-37495	76	61	11	126	67	39
gRNA-No-37496	87	88	10	57	38	46
gRNA-No-37497	0	0	0	0	0	0
gRNA-No-40388	225	531	193	933	266	308
gRNA-No-49000	110	128	69	367	124	160
gRNA-No-05849	0	0	0	0	0	0
gRNA-No-37499	244	351	122	691	181	191
gRNA-No-37501	295	293	131	615	397	305
gRNA-No-37503	200	218	41	262	169	176
gRNA-No-37504	0	0	0	0	8	14
gRNA-No-37505	88	74	10	58	113	78
gRNA-No-19196	178	203	100	536	188	163
gRNA-No-37507	57	95	58	288	81	37
gRNA-No-37508	0	1	1	9	7	2
gRNA-No-37509	12	9	0	1	11	16
gRNA-No-37510	250	250	56	234	204	126
gRNA-No-37511	179	221	80	412	107	139
gRNA-No-37512	127	175	27	235	45	45
gRNA-No-37513	3	4	0	0	0	0
gRNA-No-37514	0	4	0	0	0	1
gRNA-No-37515	20	22	12	70	39	44
gRNA-No-37516	91	122	36	203	60	60
gRNA-No-37517	0	0	0	0	0	0
gRNA-No-37518	19	27	28	110	36	17
gRNA-No-37519	0	0	0	0	0	0
gRNA-No-37520	28	26	7	46	7	5
gRNA-No-37521	0	0	0	1	0	0
gRNA-No-37523	21	17	22	117	41	39
gRNA-No-37524	79	108	12	39	31	31
gRNA-No-37526	194	275	66	554	152	189
gRNA-No-37527	39	47	29	172	41	17
gRNA-No-37528	0	0	0	0	0	0
gRNA-No-37529	0	0	0	0	0	0
gRNA-No-37530	10	13	5	10	18	5
gRNA-No-37531	107	120	92	341	158	161
gRNA-No-37532	50	45	19	80	15	17
gRNA-No-37534	79	169	64	646	137	167
gRNA-No-37535	11	11	2	8	1	1
gRNA-No-37537	99	85	31	107	44	38
gRNA-No-37538	290	382	163	842	268	216
gRNA-No-37539	5	8	33	250	38	30
gRNA-No-37540	7	15	5	43	45	28
gRNA-No-37541	8	112	3	48	5	59
gRNA-No-37542	116	114	98	352	95	88
gRNA-No-20660	0	0	0	0	0	0
gRNA-No-37545	2	12	3	6	12	10
gRNA-No-37546	96	187	122	859	122	146
gRNA-No-20674	2	6	7	52	41	21
gRNA-No-37548	0	0	0	0	4	8
gRNA-No-37549	0	0	0	4	0	0
gRNA-No-20678	0	0	0	1	0	2
gRNA-No-37552	101	136	52	193	191	139
gRNA-No-37553	84	166	46	301	175	141
gRNA-No-47800	38	17	28	73	100	55
gRNA-No-37556	8	67	0	33	4	45
gRNA-No-37560	181	228	98	494	215	160
gRNA-No-37561	10	16	0	20	3	6
gRNA-No-37562	0	0	0	0	0	0
gRNA-No-37565	9	22	0	1	5	23
gRNA-No-37566	12	21	2	16	3	2
gRNA-No-37568	139	186	65	280	154	128
gRNA-No-37569	187	274	77	464	276	205
gRNA-No-37570	111	164	41	295	97	80
gRNA-No-37571	1	0	3	23	8	1
gRNA-No-37572	6	10	11	77	75	67
gRNA-No-37573	25	60	19	58	10	22
gRNA-No-37574	3	2	1	18	0	0
gRNA-No-20735	3	4	1	10	0	1
gRNA-No-37576	70	109	50	249	63	63
gRNA-No-37578	0	0	0	1	0	7
gRNA-No-37579	350	648	229	1495	406	426
gRNA-No-37580	74	84	3	136	55	70
gRNA-No-37581	0	0	0	0	0	0
gRNA-No-37582	5	12	4	24	0	0
gRNA-No-37583	72	147	27	209	120	117
gRNA-No-31808	196	228	75	502	92	120
